cleaned_text,label,intensity
better . 's really stupid n't worry,fear,0.339
received order & amp ; chips cooked & amp ; half raw ! ! ! usually best part meal # notcool,fear,0.336
"looks brother , smile forming face . 'what ? people fearing ? '",fear,0.333
ending met mother dreadful,fear,0.333
"sir , concern whether god side ; greatest concern god 's side , god always right . ' - abraham lincoln",fear,0.333
hahahah horrific penalty bayer . feet wide . jesus,fear,0.333
"polished nails , ca n't find polish remover . look like yr old polished nails lol # horrible",fear,0.333
lost blinders ....,fear,0.333
's going break 's going shake,fear,0.333
remember joey slagging england player 's bringing books crap tournaments .. .. crap player,fear,0.333
still destroys fear walking dead . show horrible,fear,0.333
"# bestadvice # movienight , pickup # phone & amp ; # start dialing , knw # startups # product # service thy dnt tell # world",fear,0.333
side fear lies freedom ! - jb glossinger # quote,fear,0.333
howl moon next wednesday th free double feature silver bullet cursed,fear,0.333
nice texans could hold onto ball give fuller hopkins chance ! ! ! # awful # tnf,fear,0.333
"much want normal little life .. would n't suit , 'd get restless , need want times happy 😊",fear,0.333
huns like box coffee revels # horrible,fear,0.333
shy failure nobler immodest success .,fear,0.333
wow inadvertently horrible puns definitely thing,fear,0.333
really wan na go fright fest 😩,fear,0.333
# turned # better expected admitting tried # intimidate 😂😂 # cantstoplaughing really ca n't 's # spokeword,fear,0.333
# aliens # zombie # gore # slash # ghost # sith # horror love . 🔪,fear,0.333
want dad play kick baby little one # southpark # mellogang # ghastly # edm # plur # dad # djlife # dj # producer,fear,0.333
"believed , fear allah believe messenger ; [ ] give double portion mercy ... ' ( quran : )",fear,0.333
drop every fear ...,fear,0.333
"annoys ortiz tribute , would oriole fans organization feel yanks ?",fear,0.333
free kick rooney awful,fear,0.333
today terrible tonight end better get see malik ❤️,fear,0.333
"wazza blocks carrick 's shot misses sitter memphis , ready beside , surely wouldve buried . good start lol # mufc",fear,0.333
howl moon next wednesday th free double feature silver bullet cursed # horror,fear,0.333
act # anxiety & amp ; # depression group . beginning mon october weeks . contact register ! # mindfulness # halifax,fear,0.333
shoutout ruining iphone order ! !,fear,0.333
confiaejce comes always right fearing wrong.-peter t. mcintyre,fear,0.333
"wee cunts playing chappy street , got shoes chase scare fuck",fear,0.327
unruly kids morning # nothanks ripping flower beds roots parents watch,fear,0.322
"anytime gets near mic , someone needs smack w bat . # marblesinmouth",fear,0.32
understand concerns look foundation contributions,fear,0.315
anychance addressing communication sent yesterday ? ? ? still n't contact,fear,0.312
'm really excited november ! hope 're horrid chavs though 😅,fear,0.312
omg kissed her🙈 # shy # w,fear,0.312
"\nbecause distrust life , argentina lot heart president worth every vote .",fear,0.312
"agree . btw , u seen ep , granger , ? episode knew anna coming back , conversation start .",fear,0.312
# trends thread ; ' p ) .. # drafts & amp ; # posted mins # birthday .. # close : ' ! : '' / ... anyway # really # start,fear,0.312
look # massiah # youngleader\n # pakistan # massiah,fear,0.312
make breathless .,fear,0.312
com sede de milk shake,fear,0.312
halloween party coming soon ! # turnt # ruint # lit # firesauce # hotsauce # mildsauce # getsauced # champagnedreams # scary # haunt # kittens,fear,0.312
refs gt 's favor tonight . # terrible,fear,0.312
ca n't believe rude cashier today returning item ! customer service slacking . # terrible,fear,0.312
* chuckles * scare ?,fear,0.312
# publictransport & amp ; # canberraairport . cities . mr barr # coy .,fear,0.312
best moto gp loosing talented rider,fear,0.312
# terrible paul deserved win ! ! ! # movie # childrenofmen.\n\n # cages # refugees,fear,0.312
awful team,fear,0.312
& lt ; feel precious pleasure . 'harder .. ' whispered almost breathless index finger stroked along waistband & gt ;,fear,0.312
guys still ? go ?,fear,0.312
remember rooney wanted leave united fans threaten kill man bare junk ... wan na regretting ? 😂😂,fear,0.312
"walk right ! see way past , n't even hesitate running .",fear,0.312
check - scotland # gamer # youtuber # vlogger # designer # animator # artist . ty following wake # horrorfilm,fear,0.312
# smackdev # ptp # start word,fear,0.312
never afraid start,fear,0.304
penny dreadful season ?,fear,0.3
stay jaded everyone,fear,0.3
oh yay old scientist builds robot assistant makes look like hot naked woman nothing alarming,fear,0.3
red card gordon ? ref must celtic fan shocking challenge .,fear,0.297
", yes , already spoke many lies timid body language . baluchistan could trap",fear,0.294
dreadful franglaise .,fear,0.292
could n't care less # gotham . n't watched since mid point season .,fear,0.292
used laugh coz could n't afford junky stare awe winning .,fear,0.292
's good great.do n't breathe horror film month . fav horror film year ( far ),fear,0.292
madrid playing awful modric minutes bernabéu stadium long . viallreal never,fear,0.292
terrific game fazed # mcfc,fear,0.292
im feeling,fear,0.292
n't bully professor move chem quiz monday 😂,fear,0.292
weeks problems week unbelievable -- guys even running regular buses ? # solate,fear,0.292
# terror love,fear,0.292
"lost . like , really big deal . n't worry trivial shit like .",fear,0.292
going get copy 's cujo upcoming project ca n't talk yet . # amwriting,fear,0.292
"regardless age station life , comes one simple truth : # start . - jon acuff # inspiring # quote",fear,0.292
whole team limited 're field .,fear,0.292
# amazing # start first # fall day . # indiansummer,fear,0.292
oh get see 's # texastech playing tonight # texans # tnf # texansarebad,fear,0.292
maybe new start always align end . # start # forward,fear,0.292
"n't let fear hold back want . use 's power push towards goals . fear , action . # fear",fear,0.292
"terrific job , headed -- missed ?",fear,0.292
's bowers . went drove evening,fear,0.292
# revolting cocks think 'm sexy !,fear,0.292
", airplane wifi ... ridiculous . # americanairlines # americanairlinessucks # aateam",fear,0.292
watched tna first time long time hell happened # hardyboys # impactonpop # wwe,fear,0.292
"interview went well today , ca n't wait find happens . # excited # interview # jobinterview",fear,0.292
fewer fewer good horror offerings hollywood every year . gotten old shit ?,fear,0.292
delete numbers quick hesitation,fear,0.288
imagine person spray tan ?,fear,0.28
"nawaz sharif 's speech terrorism , kejriwal expected talk governance .",fear,0.28
"“ less sugar , fruit.\n less soda , water.\n less worry , sleep.\n less words , action . ”",fear,0.279
"n't let fear hold back want . use 's power push towards goals . fear , action .",fear,0.275
induction day tomorrow pizza express,fear,0.275
lady gaga fucking followed waiting day ages fucking happened im shaking thank much ❤️,fear,0.275
whole team limited 're field . # terrible,fear,0.271
says gets reelected ..... #,fear,0.271
"gonzaga listed article / tremendous value , top team sure , got everything want",fear,0.271
wonder point # bobmarley ever actually became # afraid # high 'd gotten . : #,fear,0.271
new tires & amp ; alarm system car . fwm !,fear,0.271
good morning ! ! ! \n\n # leadership # healthcareit # socialmedia # connector # ceo # writer # ai # eq # security # bigdata # growthhacking # tech,fear,0.271
unbelievable mcdavid matthews . lundqvist nothing shake head # wch,fear,0.271
thanks brotein shake 😈😈😈,fear,0.271
". n't know patronus , n't think tell",fear,0.271
"hopefully 'll get best buy job , officaly # start # streaming # career , working towards something love # dayatatime",fear,0.271
everything ’ ever wanted side fear . –george addair # thursdaythoughts # yourpushfactor # fear # life # quote,fear,0.271
"truly want god life , requires letting go old things , allow new things flourish . # stop # start",fear,0.271
"ok tomorrow horrible day , day great !",fear,0.271
please dm concern,fear,0.271
's better wetter dry ' jesus christ val n't shy hen 😂😂 # gbbo,fear,0.271
"$ million box office doesnt movie justice . political , # snowdenmovie terrific thriller love story .",fear,0.271
thoroughly enjoying ahs tonight . # ahs # horror # americanhorrorstory,fear,0.271
old rich white religious guy supports republicans . shocking .,fear,0.271
swear guy friends scaredy cats . n't horror movies . n't haunted houses . wtf ?,fear,0.271
watched cobblers loads season gorre pro footballler terrible,fear,0.271
"everywhere go , air breathe tastes like home . ' - # restless",fear,0.271
everything ’ ever wanted side fear . –george addair # thursdaythoughts # yourpushfactor # life # quote,fear,0.271
ramos ground shaking headers .. 😏,fear,0.271
"chuckles , shaking head . 'no ... really vivid imagination , guess . happens meet someone & gt ;",fear,0.271
world nicole beat paul ? ! ? ! # terrible # bb # bbfinale jury thinking ? ? 😳😳😳,fear,0.271
view human dynamic expression cosmos exist within # humanism,fear,0.271
"btw , george w bush left office , . terrific leadership barack obama . keep america great .",fear,0.271
's important thing need accomplish today ? # onlinemarketing # solopreneur # start # success,fear,0.271
'm curious know much money original air bud made justify continuation awful sequels spinoffs .,fear,0.271
've got tremendous range .,fear,0.271
"ok , ok .. know .. last tweet # terrible",fear,0.271
usa embarrassing watch . last time guys game .. ? # horrible # joke,fear,0.269
"would advise everyone wait watch , actually n't wait , n't even watch",fear,0.266
trying go home tonight ? run nd run rd ? 's champs ... # sike # losers,fear,0.26
"yo yo yo , name # darthvader \ni feel like need puff inhaler ( 'm rapper sick bars ) # bars # rap",fear,0.25
# nana hoco bc dream since freshman year awe 😙❤❤❤,fear,0.25
"thanks getting back , exemplary customer service loyal customer # jk # residentadvisor # poorservice",fear,0.25
every year go universal studios horror nights rd wheel lol 😊😂,fear,0.25
goals big scare small minds,fear,0.25
wrong hesitate block cut life completely 😇 's one greatest talents,fear,0.25
solid starts # bozzelli # benevans . hoping good # start !,fear,0.25
